id_avaliacao,filosofo,id_filosofo,materia,id_materia,classificacao,cor,justificativa
A245,Carl Sagan,F23,Artes Musicais,M04.3,Não Ciência,Cinza,"Estético e qualitativo, não busca testes empíricos."
A246,Carl Sagan,F23,Artes Aplicadas e Design,M04.4,Não Ciência,Cinza,"Foco prático, não submetido à replicação cética."
A247,Carl Sagan,F23,Astrologia,M05,Pseudociência,Vermelho,Depende de afirmações vagas e qualitativas (6). Seus defensores apegam-se à hipótese (5) mesmo quando testes conduzidos por céticos independentes não encontram confirmação (1 e 9).
A248,Carl Sagan,F23,Astronomia,M06,Ciência,Verde,Quantificável com rigorosa confirmação independente.
A249,Carl Sagan,F23,Ecologia,M07.1,Ciência,Verde,"Formula modelos altamente quantificáveis (6) de ecossistemas, testando múltiplas hipóteses sobre o impacto ambiental (4) que podem ser verificadas e replicadas independentemente no campo (1)."
A250,Carl Sagan,F23,Biologia Molecular,M07.2,Ciência,Verde,"Seus experimentos de genética e biologia celular são rigorosamente medidos (6) e reproduzidos por céticos independentes em todo o mundo (9), sobrevivendo sistematicamente a refutações (4)."
A251,Carl Sagan,F23,Biorritmos,M08,Pseudociência,Vermelho,"Tenta parecer quantificável, mas falha na Navalha de Occam (8) ao preferir ciclos místicos complexos em vez da simples aleatoriedade biológica. Falha ao não resistir à verificação rigorosa por céticos independentes (9)."
A252,Carl Sagan,F23,Criacionismo,M09,Pseudociência,Vermelho,"Viola diretamente a regra de que argumentos de autoridade têm pouco peso (3). Além disso, não admite a possibilidade de que sua hipótese fundamental seja refutada por evidências empíricas (9)."
A253,Carl Sagan,F23,Design Inteligente,M10,Pseudociência,Vermelho,Apelo à autoridade e viola a Navalha de Occam.
A254,Carl Sagan,F23,Direito,M11,Não Ciência,Cinza,"É um sistema puramente normativo que frequentemente se apoia em ""argumentos de autoridade"" (jurisprudência, tribunais superiores) (3), algo que o método de Sagan rejeita como base para definir a realidade fática."
A255,Carl Sagan,F23,Microeconomia,M12.1,Ciência,Verde,Quantifica variáveis verificáveis independentemente.
A256,Carl Sagan,F23,Macroeconomia,M12.2,Ciência,Verde,Modelos amplos sujeitos a medição e debate especializado.
A257,Carl Sagan,F23,Economia aplicada,M12.3,Ciência,Verde,Cadeias de argumentação testadas por métricas reais.
A258,Carl Sagan,F23,Engenharia de pesca,M13.1,Ciência,Verde,Quantifica populações e dinâmicas da água de forma exata (6). Cada elo da sua cadeia de argumentação aplicada tem de funcionar na prática (7) e é passível de confirmação independente (1).
A259,Carl Sagan,F23,Engenharia aeroespacial,M13.2,Ciência,Verde,"Altamente quantificável e matemática (6). Avalia rigorosamente alternativas para evitar falhas (4), e cada elo da cadeia estrutural é testado exaustivamente por especialistas e replicado (7 e 9)."
A260,Carl Sagan,F23,Esportes,M14,Não Ciência,Cinza,"Atividade humana, não possui hipóteses para céticos testarem."
A261,Carl Sagan,F23,Filosofia - Estética,M15.1,Não Ciência,Cinza,"O estudo do belo é puramente qualitativo (6). Não gera debates sobre ""evidências"" materiais (2) nem formula hipóteses empíricas suscetíveis à replicação em laboratório (9)."
A262,Carl Sagan,F23,Filosofia - Ética,M15.2,Não Ciência,Cinza,"Lida com valores não quantificáveis (6). Embora possua forte cadeia de argumentação lógica (7), suas hipóteses sobre moralidade não podem ser testadas ou refutadas empiricamente (9)."
A263,Carl Sagan,F23,Filosofia - Metafísica,M15.3,Não Ciência,Cinza,Lida com a essência da realidade além da matéria. Falha em gerar confirmação independente de fatos empíricos (1) e suas hipóteses não podem ser testadas para refutação material (9).
A264,Carl Sagan,F23,Filosofia - Epistemologia,M15.4,Não Ciência,Cinza,"Possui extrema validade na sua cadeia argumentativa sobre o saber (7), mas opera em um nível abstrato qualitativo (6), dispensando experimentos replicáveis (9) por não lidar com fatos da natureza."
A265,Carl Sagan,F23,Filosofia - Lógica,M15.5,Não Ciência,Cinza,"Funciona perfeitamente na regra de que cada elo da cadeia argumentativa deve funcionar (7), mas lida com verdades dedutivas a priori, não necessitando de confirmação experimental empírica por céticos (1 e 9)."
A266,Carl Sagan,F23,Física,M18,Ciência,Verde,Alta em quantificação e replicação rigorosa.
A267,Carl Sagan,F23,Frenologia,M19,Pseudociência,Vermelho,"Falhou no crivo da ciência porque seus defensores se apegaram demais à sua própria hipótese (5), ignorando alternativas (4). Quando testada por céticos, não conseguiu confirmação independente (1 e 9)."
A268,Carl Sagan,F23,Geografia Física,M20.1,Ciência,Verde,Medições concretas abertas à verificação material.
A269,Carl Sagan,F23,Geografia Humana,M20.2,Ciência,Verde,Utiliza dados quantificáveis sujeitos a debate aberto.
A270,Carl Sagan,F23,Geotecnologias,M20.3,Ciência,Verde,Ferramentas exatas confirmadas por medição independente.
A271,Carl Sagan,F23,História,M21,Não Ciência,Cinza,Trabalha de forma predominantemente qualitativa e documental (6). Não realiza experimentos replicáveis que possam sofrer refutação sistemática nos moldes das ciências físicas (9).
A272,Carl Sagan,F23,Homeopatia,M22,Pseudociência,Vermelho,Falha sistematicamente na replicação independente.
A273,Carl Sagan,F23,Linguística Formal,M23,Ciência,Verde,"Desenvolve cadeias lógicas e algorítmicas claras (7) e estuda a sintaxe de maneira quantificável e matemática (6), formulando modelos cognitivos que podem ser independentemente testados (1)."
A274,Carl Sagan,F23,Literatura,M24,Não Ciência,Cinza,"Totalmente qualitativa, aberta a infinitas interpretações."
A275,Carl Sagan,F23,Marxismo,M25,Pseudociência,Vermelho,"Na ótica de Sagan, atua como pseudociência quando seus defensores se apegam dogmaticamente à hipótese original (5), apelam para argumentos de autoridade partidária (3) e falham em adotar explicações mais simples para falhas econômicas (8)."
A276,Carl Sagan,F23,Matemática,M26,Não Ciência,Cinza,"Cadeia dedutiva forte, mas dispensa confirmação empírica."
A277,Carl Sagan,F23,Medicina,M27,Ciência,Verde,Opera ativamente testando diferentes alternativas de tratamento para refutar as falhas (4). A eficácia das terapias é estritamente quantificada (6) e depende da confirmação independente de testes duplo-cegos (1).
A278,Carl Sagan,F23,Psicologia,M28,Ciência,Verde,Quantifica o comportamento testado de forma cética.
A279,Carl Sagan,F23,Mitologia explicativa (Etiológica),M29,Não Ciência,Cinza,"Formula respostas vagas e sobrenaturais em vez de quantificáveis (6), não incentivando o teste e a rejeição sistemática de hipóteses alternativas (4)."
A280,Carl Sagan,F23,Mitologia Narrativa (Épica),M29,Não Ciência,Cinza,"Como expressão cultural folclórica, não tem o compromisso de permitir que céticos testem e repliquem empiricamente os eventos narrados (9)."
A281,Carl Sagan,F23,Neurociência,M30,Ciência,Verde,Testes laboratoriais objetivos e independentemente validados.
A282,Carl Sagan,F23,"Parapsicologia (Telepatia, Telecinese)",M31,Pseudociência,Vermelho,"Falha na Navalha de Occam (8), ignorando explicações simples (como truques ou viés estatístico) para criar teses complexas. Além disso, céticos inveterados raramente conseguem replicar os ""experimentos"" com sucesso (9)."
A283,Carl Sagan,F23,Pedagogia,M32,Não Ciência,Cinza,"Prática qualitativa, frequentemente baseada em autoridades."
A284,Carl Sagan,F23,Política,M33,Não Ciência,Cinza,"Como campo de articulação social, os argumentos de autoridade importam excessivamente (3). Suas dinâmicas são majoritariamente qualitativas e abertas a muitas interpretações não-quantificáveis (6)."
A285,Carl Sagan,F23,Psicanálise,M34,Pseudociência,Vermelho,"Apego dogmático à hipótese, baseada em autoridade clínica."
A286,Carl Sagan,F23,Química Analítica ,M35,Ciência,Verde,O exemplo perfeito da regra 6: quantifica tudo de forma absoluta. Cada elo da medição empírica funciona com precisão (7) e é constantemente replicado para confirmação independente (1).
A287,Carl Sagan,F23,Física - Química ,M35,Ciência,Verde,"Avalia todas as hipóteses para reações físico-químicas (4), aplica a Navalha de Occam (8) e utiliza modelos matemáticos precisos (6) que céticos em qualquer parte do mundo podem reproduzir (9)."
A288,Carl Sagan,F23,Quiropraxia,M36,Pseudociência,Vermelho,Ignora explicações alternativas para suas alegações.
A289,Carl Sagan,F23,Religião,M37,Não Ciência,Cinza,"Fundamenta-se exclusivamente em argumentos de autoridade divina e dogmática (3), rejeitando frontalmente a ferramenta essencial de que toda hipótese deve estar aberta à refutação material (9)."
A290,Carl Sagan,F23,Sociologia,M38,Ciência,Verde,Dados sociais quantificados e debatidos por especialistas.
A291,Carl Sagan,F23,Teologia,M39,Não Ciência,Cinza,Vai contra a terceira regra de Sagan ao ser inteiramente baseada em argumentos de autoridade e dogma (3). Também não permite que suas hipóteses divinas sejam refutadas materialmente por céticos (9).
A292,Carl Sagan,F23,Teoria das Cordas,M40,Não Ciência,Cinza,Incapaz de ser replicada empiricamente por céticos.
A293,Carl Sagan,F23,Terraplanismo,M41,Pseudociência,Vermelho,Viola totalmente a Navalha de Occam (8) ao exigir teias conspiratórias absurdamente complexas para contornar fatos simples. Ignora as evidências confirmadas de forma independente (1) e recusa todas as refutações feitas por especialistas (9).
A294,Carl Sagan,F23,Atomismo,M42,Ciência,Verde,Fartamente quantificável e confirmado sistematicamente.
A295,Carl Sagan,F23,Criticismo literário,M43,Não Ciência,Cinza,"É inerentemente subjetivo, interpretativo e não quantificável (6). Múltiplas ideias sobre um texto podem coexistir pacificamente, não necessitando da eliminação sistemática por testes (4 e 9)."
A296,Rudolf Carnap,F04,Acupuntura,M01,Ciência,Verde,"Pode ser testada empiricamente, embora parte da base teórica tradicional não seja redutível a observação."
A297,Rudolf Carnap,F04,Alquimia,M02,Pseudociência,Vermelho,Hipóteses centrais não confirmadas.
A298,Rudolf Carnap,F04,Antropologia Biológica,M03.1,Ciência,Verde,Observável e testável.
A299,Rudolf Carnap,F04,Arqueologia,M03.2,Ciência,Verde,Baseada em evidências materiais.
A300,Rudolf Carnap,F04,Antropologia Cultural/Social,M03.3,Ciência,Verde,Hipóteses confrontáveis com dados.
A301,Rudolf Carnap,F04,Antropologia Linguística,M03.4,Ciência,Verde,Observação sistemática da linguagem.
A302,Rudolf Carnap,F04,Artes Visuais,M04.1,Não Ciência,Cinza,"Produção artística, não sistema de enunciados empíricos."
A303,Rudolf Carnap,F04,Artes Cênicas,M04.2,Não Ciência,Cinza,Expressão artística.
A304,Rudolf Carnap,F04,Artes Musicais,M04.3,Não Ciência,Cinza,Expressão artística.
A305,Rudolf Carnap,F04,Artes Aplicadas e Design,M04.4,Não Ciência,Cinza,Prática criativa e técnica.
A306,Rudolf Carnap,F04,Astrologia,M05,Pseudociência,Vermelho,Afirmações testáveis repetidamente não confirmadas.
A307,Rudolf Carnap,F04,Astronomia,M06,Ciência,Verde,Altamente testável e confirmável.
A308,Rudolf Carnap,F04,Ecologia,M07.1,Ciência,Verde,Observação e experimentação.
A309,Rudolf Carnap,F04,Biologia Molecular,M07.2,Ciência,Verde,Observação e experimentação.
A310,Rudolf Carnap,F04,Biorritmos,M08,Pseudociência,Vermelho,Não recebeu confirmação empírica adequada.
A311,Rudolf Carnap,F04,Criacionismo,M09,Não Ciência,Cinza,Baseado em crenças sobrenaturais.
A312,Rudolf Carnap,F04,Design Inteligente,M10,Não Ciência,Cinza,Recorre a causas não testáveis.
A313,Rudolf Carnap,F04,Direito,M11,Não Ciência,Cinza,Normativo e interpretativo.
A314,Rudolf Carnap,F04,Microeconomia,M12.1,Ciência,Verde,Modelos confrontáveis com dados.
A315,Rudolf Carnap,F04,Macroeconomia,M12.2,Ciência,Verde,Confirmável por evidências.
A316,Rudolf Carnap,F04,Economia aplicada,M12.3,Ciência,Verde,Uso intensivo de testes estatísticos.
A317,Rudolf Carnap,F04,Engenharia de pesca,M13.1,Ciência,Verde,Testável na prática.
A318,Rudolf Carnap,F04,Engenharia aeroespacial,M13.2,Ciência,Verde,Projetos e testes empíricos.
A319,Rudolf Carnap,F04,Esportes,M14,Não Ciência,Cinza,"Prática humana, não teoria científica."
A320,Rudolf Carnap,F04,Filosofia - Estética,M15.1,Não Ciência,Cinza,Não empiricamente confirmável.
A321,Rudolf Carnap,F04,Filosofia - Ética,M15.2,Não Ciência,Cinza,Juízos de valor.
A322,Rudolf Carnap,F04,Filosofia - Metafísica,M15.3,Não Ciência,Cinza,Sem significado empírico para Carnap.
A323,Rudolf Carnap,F04,Filosofia - Epistemologia,M15.4,Não Ciência,Cinza,Reflexão conceitual.
A324,Rudolf Carnap,F04,Filosofia - Lógica,M15.5,Ciência,Verde,"Analítica, não empírica."
A325,Rudolf Carnap,F04,Física,M18,Ciência,Verde,Altamente confirmável.
A326,Rudolf Carnap,F04,Frenologia,M19,Pseudociência,Vermelho,Refutada empiricamente.
A327,Rudolf Carnap,F04,Geografia Física,M20.1,Ciência,Verde,Base observacional.
A328,Rudolf Carnap,F04,Geografia Humana,M20.2,Ciência,Verde,Investigação baseada em dados.
A329,Rudolf Carnap,F04,Geotecnologias,M20.3,Ciência,Verde,Métodos empíricos.
A330,Rudolf Carnap,F04,História,M21,Ciência,Verde,Baseada em evidências documentais.
A331,Rudolf Carnap,F04,Homeopatia,M22,Pseudociência,Vermelho,Sem confirmação robusta.
A332,Rudolf Carnap,F04,Linguística Formal,M23,Ciência,Verde,Modelos formais aplicados a dados linguísticos.
A333,Rudolf Carnap,F04,Literatura,M24,Não Ciência,Cinza,Produção e análise artística.
A334,Rudolf Carnap,F04,Marxismo,M25,Ciência,Verde,Contém componentes empíricos e filosóficos.
A335,Rudolf Carnap,F04,Matemática,M26,Ciência,Verde,"Analítica, não empírica."
A336,Rudolf Carnap,F04,Medicina,M27,Ciência,Verde,Base experimental e clínica.
A337,Rudolf Carnap,F04,Psicologia,M28,Ciência,Verde,Hipóteses testáveis.
A338,Rudolf Carnap,F04,Mitologia explicativa (Etiológica),M29,Não Ciência,Cinza,Narrativa simbólica.
A339,Rudolf Carnap,F04,Mitologia Narrativa (Épica),M29,Não Ciência,Cinza,Narrativa simbólica.
A340,Rudolf Carnap,F04,Neurociência,M30,Ciência,Verde,Fortemente experimental.
A341,Rudolf Carnap,F04,"Parapsicologia (Telepatia, Telecinese)",M31,Pseudociência,Vermelho,Evidências insuficientes.
A342,Rudolf Carnap,F04,Pedagogia,M32,Ciência,Verde,Métodos avaliáveis empiricamente.
A343,Rudolf Carnap,F04,Política,M33,Não Ciência,Cinza,Campo prático e normativo.
A344,Rudolf Carnap,F04,Psicanálise,M34,Não Ciência,Cinza,Baixa testabilidade para Carnap.
A345,Rudolf Carnap,F04,Química Analítica ,M35,Ciência,Verde,Experimental.
A346,Rudolf Carnap,F04,Física - Química ,M35,Ciência,Verde,Experimental.
A347,Rudolf Carnap,F04,Quiropraxia,M36,Ciência,Verde,Algumas práticas são testáveis; evidência mista.
A348,Rudolf Carnap,F04,Religião,M37,Não Ciência,Cinza,Afirmações transcendentais.
A349,Rudolf Carnap,F04,Sociologia,M38,Ciência,Verde,Observação e análise de dados.
A350,Rudolf Carnap,F04,Teologia,M39,Não Ciência,Cinza,Objeto transcendente.
A351,Rudolf Carnap,F04,Teoria das Cordas,M40,Ciência,Verde,"Possui estrutura científica, mas confirmação empírica limitada."
A352,Rudolf Carnap,F04,Terraplanismo,M41,Pseudociência,Vermelho,Contradiz evidências observacionais.
A353,Rudolf Carnap,F04,Atomismo,M42,Não Ciência,Cinza,Formulação filosófica original sem testes diretos.
A354,Rudolf Carnap,F04,Criticismo literário,M43,Não ciência,Cinza,Interpretação e avaliação textual.
A355,David Resnik,F20,Acupuntura,M01,Ciência,Verde,"Ciência fraca. Há pesquisas e testes, mas persistem problemas metodológicos e evidências inconsistentes."
A356,David Resnik,F20,Alquimia,M02,Pseudociência,Vermelho,Não segue padrões modernos de teste e validação.
A357,David Resnik,F20,Antropologia Biológica,M03.1,Ciência,Verde,"Métodos sistemáticos, revisão crítica e produção empírica."
A358,David Resnik,F20,Arqueologia,M03.2,Ciência,Verde,"Métodos sistemáticos, revisão crítica e produção empírica."
A359,David Resnik,F20,Antropologia Cultural/Social,M03.3,Ciência,Verde,"Métodos sistemáticos, revisão crítica e produção empírica."
A360,David Resnik,F20,Antropologia Linguística,M03.4,Ciência,Verde,"Métodos sistemáticos, revisão crítica e produção empírica."
A361,David Resnik,F20,Artes Visuais,M04.1,Não Ciência,Cinza,"Campo legítimo, mas não pretende ser ciência."
A362,David Resnik,F20,Artes Cênicas,M04.2,Não Ciência,Cinza,"Campo legítimo, mas não pretende ser ciência."
A363,David Resnik,F20,Artes Musicais,M04.3,Não Ciência,Cinza,"Campo legítimo, mas não pretende ser ciência."
A364,David Resnik,F20,Artes Aplicadas e Design,M04.4,Não Ciência,Cinza,"Campo legítimo, mas não pretende ser ciência."
A365,David Resnik,F20,Astrologia,M05,Pseudociência,Vermelho,Faz alegações científicas sem suporte empírico robusto.
A366,David Resnik,F20,Astronomia,M06,Ciência,Verde,Altamente testável e reprodutível.
A367,David Resnik,F20,Ecologia,M07.1,Ciência,Verde,Métodos experimentais rigorosos.
A368,David Resnik,F20,Biologia Molecular,M07.2,Ciência,Verde,Métodos experimentais rigorosos.
A369,David Resnik,F20,Biorritmos,M08,Pseudociência,Vermelho,Falta evidência consistente.
A370,David Resnik,F20,Criacionismo,M09,Pseudociência,Vermelho,Não atende aos critérios científicos de Resnik.
A371,David Resnik,F20,Design Inteligente,M10,Pseudociência,Vermelho,Não oferece hipóteses adequadamente testáveis.
A372,David Resnik,F20,Direito,M11,Não Ciência,Cinza,Campo normativo e interpretativo.
A373,David Resnik,F20,Microeconomia,M12.1,Ciência,Verde,"Ciência fraca. Empírica, mas frequentemente limitada por vieses e dificuldades de replicação."
A374,David Resnik,F20,Macroeconomia,M12.2,Ciência,Verde,"Ciência fraca. Empírica, mas frequentemente limitada por vieses e dificuldades de replicação."
A375,David Resnik,F20,Economia aplicada,M12.3,Ciência,Verde,"Ciência fraca. Empírica, mas frequentemente limitada por vieses e dificuldades de replicação."
A376,David Resnik,F20,Engenharia de pesca,M13.1,Ciência,Verde,Aplica conhecimentos científicos de forma testável.
A377,David Resnik,F20,Engenharia aeroespacial,M13.2,Ciência,Verde,Aplica conhecimentos científicos de forma testável.
A378,David Resnik,F20,Esportes,M14,Não Ciência,Cinza,"Prática social, não ciência em si."
A379,David Resnik,F20,Filosofia - Estética,M15.1,Não Ciência,Cinza,Investigação conceitual e crítica.
A380,David Resnik,F20,Filosofia - Ética,M15.2,Não Ciência,Cinza,Investigação conceitual e crítica.
A381,David Resnik,F20,Filosofia - Metafísica,M15.3,Não Ciência,Cinza,Investigação conceitual e crítica.
A382,David Resnik,F20,Filosofia - Epistemologia,M15.4,Não Ciência,Cinza,Investigação conceitual e crítica.
A383,David Resnik,F20,Filosofia - Lógica,M15.5,Não Ciência,Cinza,Investigação conceitual e crítica.
A384,David Resnik,F20,Física,M18,Ciência,Verde,Modelo exemplar de ciência.
A385,David Resnik,F20,Frenologia,M19,Pseudociência,Vermelho,Refutada e metodologicamente inadequada.
A386,David Resnik,F20,Geografia Física,M20.1,Ciência,Verde,Produz conhecimento empírico e verificável.
A387,David Resnik,F20,Geografia Humana,M20.2,Ciência,Verde,Produz conhecimento empírico e verificável.
A388,David Resnik,F20,Geotecnologias,M20.3,Ciência,Verde,Produz conhecimento empírico e verificável.
A389,David Resnik,F20,História,M21,Não Ciência,Cinza,Disciplina acadêmica baseada em interpretação histórica.
A390,David Resnik,F20,Homeopatia,M22,Pseudociência,Vermelho,Evidências incompatíveis com suas alegações centrais.
A391,David Resnik,F20,Linguística Formal,M23,Ciência,Verde,Possui rigor metodológico e avaliação crítica.
A392,David Resnik,F20,Literatura,M24,Não Ciência,Cinza,Campo interpretativo e artístico.
A393,David Resnik,F20,Marxismo,M25,Ciência,Verde,"Ciência fraca. Alguns componentes são empiricamente investigáveis, outros são ideológicos."
A394,David Resnik,F20,Matemática,M26,Não Ciência,Cinza,"Disciplina formal, não empírica; fora da ciência empírica de Resnik."
A395,David Resnik,F20,Medicina,M27,Ciência,Verde,Baseada em evidências e revisão contínua.
A396,David Resnik,F20,Psicologia,M28,Ciência,Verde,"Ciência fraca. Busca seguir critérios científicos, mas enfrenta problemas de replicação em áreas específicas."
A397,David Resnik,F20,Mitologia explicativa (Etiológica),M29,Não Ciência,Cinza,Narrativas culturais legítimas.
A398,David Resnik,F20,Mitologia Narrativa (Épica),M29,Não Ciência,Cinza,Narrativas culturais legítimas.
A399,David Resnik,F20,Neurociência,M30,Ciência,Verde,Alta integração entre teoria e evidência.
A400,David Resnik,F20,"Parapsicologia (Telepatia, Telecinese)",M31,Pseudociência,Vermelho,Evidências frágeis e baixa reprodutibilidade.
A401,David Resnik,F20,Pedagogia,M32,Ciência,Verde,"Ciência fraca. Possui pesquisa empírica, mas enfrenta desafios metodológicos."
A402,David Resnik,F20,Política,M33,Não Ciência,Cinza,Campo normativo e prático.
A403,David Resnik,F20,Psicanálise,M34,Ciência,Verde,"Ciência fraca. Alguns aspectos são investigáveis, mas muitos carecem de testabilidade clara."
A404,David Resnik,F20,Química Analítica ,M35,Ciência,Verde,Altamente experimental e reprodutível.
A405,David Resnik,F20,Física - Química ,M35,Ciência,Verde,Altamente experimental e reprodutível.
A406,David Resnik,F20,Quiropraxia,M36,Ciência,Verde,Ciência fraca. Algumas técnicas possuem suporte empírico limitado.
A407,David Resnik,F20,Religião,M37,Não Ciência,Cinza,"Sistema de crenças, não ciência."
A408,David Resnik,F20,Sociologia,M38,Ciência,Verde,"Ciência fraca. Empírica, mas sujeita a limitações metodológicas."
A409,David Resnik,F20,Teologia,M39,Não Ciência,Cinza,"Investigação religiosa, não científica."
A410,David Resnik,F20,Teoria das Cordas,M40,Ciência,Verde,"Ciência fraca. Coerente teoricamente, mas com pouca testabilidade atual."
A411,David Resnik,F20,Terraplanismo,M41,Pseudociência,Vermelho,Contraria evidências amplamente reproduzidas.
A412,David Resnik,F20,Atomismo,M42,Não Ciência,Cinza,Doutrina filosófica histórica.
A413,David Resnik,F20,Criticismo literário,M43,Não Ciência,Cinza,Análise interpretativa de textos.
A414,Vandana Shiva,F24,Acupuntura,M01,Não Ciência,Cinza,Saber tradicional valorizado por seu potencial de cuidado e pluralismo epistêmico.
A415,Vandana Shiva,F24,Alquimia,M02,Não Ciência,Cinza,Importante como tradição histórica de conhecimento.
A416,Vandana Shiva,F24,Antropologia Biológica,M03.1,Não Ciência,Cinza,Ajuda a compreender diversidade cultural e formas de conhecimento.
A417,Vandana Shiva,F24,Arqueologia,M03.2,Não Ciência,Cinza,Ajuda a compreender diversidade cultural e formas de conhecimento.
A418,Vandana Shiva,F24,Antropologia Cultural/Social,M03.3,Não Ciência,Cinza,Ajuda a compreender diversidade cultural e formas de conhecimento.
A419,Vandana Shiva,F24,Antropologia Linguística,M03.4,Não Ciência,Cinza,Ajuda a compreender diversidade cultural e formas de conhecimento.
A420,Vandana Shiva,F24,Artes Visuais,M04.1,Não Ciência,Cinza,Expressa visões de mundo e preserva diversidade cultural.
A421,Vandana Shiva,F24,Artes Cênicas,M04.2,Não Ciência,Cinza,Expressa visões de mundo e preserva diversidade cultural.
A422,Vandana Shiva,F24,Artes Musicais,M04.3,Não Ciência,Cinza,Expressa visões de mundo e preserva diversidade cultural.
A423,Vandana Shiva,F24,Artes Aplicadas e Design,M04.4,Não Ciência,Cinza,Expressa visões de mundo e preserva diversidade cultural.
A424,Vandana Shiva,F24,Astrologia,M05,Não Ciência,Cinza,"Pode ser reconhecida como tradição cultural, sem depender dos critérios científicos clássicos."
A425,Vandana Shiva,F24,Astronomia,M06,Ciência,Verde,Contribui para o conhecimento humano sem necessariamente ameaçar a diversidade.
A426,Vandana Shiva,F24,Ecologia,M07.1,Ciência,Verde,Importante quando orientada à proteção da vida e biodiversidade.
A427,Vandana Shiva,F24,Biologia Molecular,M07.2,Ciência,Verde,Importante quando orientada à proteção da vida e biodiversidade.
A428,Vandana Shiva,F24,Biorritmos,M08,Não Ciência,Cinza,Pode ser considerado dentro do pluralismo de saberes.
A429,Vandana Shiva,F24,Criacionismo,M09,Não Ciência,Cinza,Expressa tradições culturais e religiosas.
A430,Vandana Shiva,F24,Design Inteligente,M10,Não Ciência,Cinza,Pode participar do debate plural de interpretações da natureza.
A431,Vandana Shiva,F24,Direito,M11,Não Ciência,Cinza,Instrumento social relevante para proteção de comunidades.
A432,Vandana Shiva,F24,Microeconomia,M12.1,Não Ciência,Cinza,Positiva quando promove sustentabilidade e justiça social.
A433,Vandana Shiva,F24,Macroeconomia,M12.2,Não Ciência,Cinza,Positiva quando promove sustentabilidade e justiça social.
A434,Vandana Shiva,F24,Economia aplicada,M12.3,Ciência,Verde,Positiva quando promove sustentabilidade e justiça social.
A435,Vandana Shiva,F24,Engenharia de pesca,M13.1,Ciência,Verde,Desde que orientada ao bem-estar social e ecológico.
A436,Vandana Shiva,F24,Engenharia aeroespacial,M13.2,Ciência,Verde,Desde que orientada ao bem-estar social e ecológico.
A437,Vandana Shiva,F24,Esportes,M14,Não Ciência,Cinza,Contribui para a vida comunitária.
A438,Vandana Shiva,F24,Filosofia - Estética,M15.1,Não Ciência,Cinza,Amplia perspectivas e evita monoculturas intelectuais.
A439,Vandana Shiva,F24,Filosofia - Ética,M15.2,Não Ciência,Cinza,Amplia perspectivas e evita monoculturas intelectuais.
A440,Vandana Shiva,F24,Filosofia - Metafísica,M15.3,Não Ciência,Cinza,Amplia perspectivas e evita monoculturas intelectuais.
A441,Vandana Shiva,F24,Filosofia - Epistemologia,M15.4,Não Ciência,Cinza,Amplia perspectivas e evita monoculturas intelectuais.
A442,Vandana Shiva,F24,Filosofia - Lógica,M15.5,Não Ciência,Cinza,Amplia perspectivas e evita monoculturas intelectuais.
A443,Vandana Shiva,F24,Física,M18,Ciência,Verde,"Importante, mas não deve monopolizar a definição de conhecimento."
A444,Vandana Shiva,F24,Frenologia,M19,Pseudociência,Vermelho,Associada a exclusões e hierarquizações humanas.
A445,Vandana Shiva,F24,Geografia Física,M20.1,Não Ciência,Cinza,Ajuda a compreender relações entre sociedade e ambiente.
A446,Vandana Shiva,F24,Geografia Humana,M20.2,Não Ciência,Cinza,Ajuda a compreender relações entre sociedade e ambiente.
A447,Vandana Shiva,F24,Geotecnologias,M20.3,Não Ciência,Cinza,Ajuda a compreender relações entre sociedade e ambiente.
A448,Vandana Shiva,F24,História,M21,Não Ciência,Cinza,Preserva memórias e experiências de diferentes povos.
A449,Vandana Shiva,F24,Homeopatia,M22,Não Ciência,Cinza,Tende a ser valorizada como saber alternativo e local.
A450,Vandana Shiva,F24,Linguística Formal,M23,Não Ciência,Cinza,Contribui para a preservação e compreensão da diversidade linguística.
A451,Vandana Shiva,F24,Literatura,M24,Não Ciência,Cinza,Expressa pluralidade cultural.
A452,Vandana Shiva,F24,Marxismo,M25,Não Ciência,Cinza,Ferramenta de análise social e econômica.
A453,Vandana Shiva,F24,Matemática,M26,Não Ciência,Cinza,"Importante, mas não exclusiva na produção de conhecimento."
A454,Vandana Shiva,F24,Medicina,M27,Ciência,Verde,Especialmente quando integrada a saberes locais e preventivos.
A455,Vandana Shiva,F24,Psicologia,M28,Não Ciência,Cinza,Contribui para o bem-estar humano.
A456,Vandana Shiva,F24,Mitologia explicativa (Etiológica),M29,Não Ciência,Cinza,Parte do patrimônio simbólico dos povos.
A457,Vandana Shiva,F24,Mitologia Narrativa (Épica),M29,Não Ciência,Cinza,Parte do patrimônio simbólico dos povos.
A458,Vandana Shiva,F24,Neurociência,M30,Ciência,Verde,Importante desde que respeite limites éticos e sociais.
A459,Vandana Shiva,F24,"Parapsicologia (Telepatia, Telecinese)",M31,Não Ciência,Cinza,Não seria excluída apenas por critérios tradicionais.
A460,Vandana Shiva,F24,Pedagogia,M32,Não Ciência,Cinza,Fundamental para transmissão plural de saberes.
A461,Vandana Shiva,F24,Política,M33,Não Ciência,Cinza,Essencial para organização social e justiça.
A462,Vandana Shiva,F24,Psicanálise,M34,Não Ciência,Cinza,Forma alternativa de compreender a experiência humana.
